onset	duration	trial_type	response_time	confidence	task	stimulus	response	key_id	include	uid	trial_number
0.00	5.00	instructions	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a
10.02	4.00	YN	1.06	2	1	1	0	n/a	0	6301	1
11.10	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
12.28	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
12.87	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
13.03	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
13.25	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
13.43	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
17.82	4.00	NY	1.12	3	1	0	1	n/a	1	6302	2
18.93	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
20.02	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
20.23	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
26.05	4.00	NY	1.13	3	1	0	1	n/a	1	6303	3
27.18	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
28.58	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
29.87	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
32.70	4.00	YN	1.17	2	1	1	0	n/a	1	6304	4
33.87	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
34.77	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
34.97	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
35.15	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
35.33	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
40.97	4.00	YY	1.00	4	1	1	1	n/a	1	6305	5
41.97	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
42.83	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
43.07	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
43.28	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
43.85	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
44.38	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
47.20	4.00	YY	1.00	5	1	1	1	n/a	1	6306	6
48.20	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
55.48	4.00	NY	1.17	3	1	0	1	n/a	1	6307	7
56.65	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
59.07	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
61.38	4.00	NN	1.15	3	1	0	0	n/a	1	6308	8
62.53	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
63.52	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
65.47	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
67.57	4.00	NY	1.28	2	1	0	1	n/a	1	6309	9
68.85	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
73.63	4.00	YY	1.25	3	1	1	1	n/a	1	6310	10
74.88	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
76.08	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
79.92	4.00	YY	0.97	5	1	1	1	n/a	1	6311	11
80.88	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
82.12	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
85.87	4.00	YY	0.92	6	1	1	1	n/a	1	6312	12
86.78	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
87.68	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
87.95	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
88.20	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
92.85	4.00	NN	0.98	5	1	0	0	n/a	1	6313	13
93.83	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
94.87	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
95.08	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
95.30	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
95.75	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
99.62	4.00	YY	1.03	4	1	1	1	n/a	1	6314	14
100.65	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
101.47	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
101.75	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
102.00	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
105.58	4.00	NN	0.98	4	1	0	0	n/a	1	6315	15
106.57	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
107.45	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
107.73	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
107.98	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
111.30	4.00	YY	0.97	6	1	1	1	n/a	1	6316	16
112.27	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
113.12	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
113.35	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
113.58	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
113.82	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
114.98	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
118.18	4.00	NY	1.28	2	1	0	1	n/a	1	6317	17
119.47	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
120.23	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
120.62	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
122.35	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
126.73	4.00	YY	1.02	3	1	1	1	n/a	1	6318	18
127.75	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
130.20	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
134.90	4.00	NN	1.02	1	1	0	0	n/a	1	6319	19
135.92	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
137.58	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
