onset	duration	trial_type	response_time	confidence	task	stimulus	response	key_id	include	uid	trial_number
0.00	5.00	instructions	n/a	n/a	2	n/a	n/a	n/a	n/a	n/a	n/a
10.02	4.00	VV	0.94	5	2	0	0	n/a	0	9901	1
10.98	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
12.23	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
12.57	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
17.43	4.00	VV	0.92	3	2	0	0	n/a	0	9902	2
18.35	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
20.15	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
25.82	4.00	TV	0.97	5	2	1	0	n/a	0	9903	3
26.78	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
28.55	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
32.22	4.00	VT	0.78	5	2	0	1	n/a	0	9904	4
33.00	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
34.35	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
34.83	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
41.12	4.00	VV	0.88	3	2	0	0	n/a	0	9905	5
42.00	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
43.15	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
43.82	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
49.63	4.00	VV	1.07	5	2	0	0	n/a	0	9906	6
50.70	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
58.05	4.00	TT	0.92	6	2	1	1	n/a	0	9907	7
58.97	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
60.20	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
65.48	4.00	VT	1.13	4	2	0	1	n/a	0	9908	8
66.62	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
67.65	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
68.10	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
74.40	4.00	TV	0.94	4	2	1	0	n/a	0	9909	9
75.33	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
76.63	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
80.98	4.00	TV	0.92	5	2	1	0	n/a	0	9910	10
81.90	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
83.38	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
88.72	4.00	VV	0.87	4	2	0	0	n/a	0	9911	11
89.58	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
90.80	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
91.16	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
91.51	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
94.91	4.00	VV	1.00	5	2	0	0	n/a	0	9912	12
95.92	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
103.20	4.00	VT	1.33	2	2	0	1	n/a	0	9913	13
104.53	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
105.83	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
111.50	4.00	VV	1.30	3	2	0	0	n/a	0	9914	14
112.80	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
