onset	duration	trial_type	response_time	confidence	task	stimulus	response	key_id	include	uid	trial_number
0.00	5.00	instructions	n/a	n/a	2	n/a	n/a	n/a	n/a	n/a	n/a
10.02	4.00	VV	0.87	5	2	0	0	n/a	0	10401	1
10.91	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
11.80	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
12.15	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
12.47	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
17.05	4.00	TT	0.85	6	2	1	1	n/a	1	10402	2
17.90	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
18.82	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
23.48	4.00	TV	0.97	6	2	1	0	n/a	1	10403	3
24.45	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
24.95	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
25.40	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
29.90	4.00	TT	0.87	4	2	1	1	n/a	1	10404	4
30.77	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
31.85	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
32.17	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
32.45	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
38.15	4.00	VV	0.87	5	2	0	0	n/a	1	10405	5
39.02	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
39.68	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
40.07	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
44.72	4.00	VV	0.83	5	2	0	0	n/a	1	10406	6
45.55	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
46.47	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
46.85	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
47.17	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
51.93	4.00	TV	0.82	6	2	1	0	n/a	1	10407	7
52.75	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
53.42	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
53.77	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
59.77	4.00	VV	0.83	5	2	0	0	n/a	1	10408	8
60.60	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
61.33	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
61.77	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
62.12	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
65.97	4.00	VV	1.00	4	2	0	0	n/a	1	10409	9
66.97	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
67.58	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
67.98	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
68.30	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
73.90	4.00	VV	0.93	5	2	0	0	n/a	1	10410	10
74.83	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
75.43	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
75.83	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
