onset	duration	trial_type	response_time	confidence	task	stimulus	response	key_id	include	uid	trial_number
0.00	5.00	instructions	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a
10.02	4.00	YY	0.98	5	1	1	1	n/a	0	11001	1
11.02	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
11.90	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
12.15	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
12.40	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
17.58	4.00	NN	0.79	6	1	0	0	n/a	1	11002	2
18.37	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
26.43	4.00	NY	0.76	4	1	0	1	n/a	1	11003	3
27.20	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
28.07	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
28.63	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
32.97	4.00	YN	0.78	4	1	1	0	n/a	1	11004	4
33.75	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
35.05	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
41.28	4.00	YN	0.83	5	1	1	0	n/a	1	11005	5
42.12	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
47.20	4.00	NN	0.75	4	1	0	0	n/a	1	11006	6
47.95	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
49.10	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
49.30	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
49.78	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
54.25	4.00	YY	0.82	3	1	1	1	n/a	1	11007	7
55.07	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
56.18	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
60.25	4.00	NN	0.84	4	1	0	0	n/a	1	11008	8
61.08	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
62.20	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
62.45	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
62.70	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
68.75	4.00	NY	1.05	4	1	0	1	n/a	1	11009	9
69.80	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
74.60	4.00	NN	1.33	3	1	0	0	n/a	1	11010	10
75.52	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
75.93	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
76.72	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
81.93	4.00	NN	0.83	6	1	0	0	n/a	1	11011	11
