onset	duration	trial_type	response_time	confidence	task	stimulus	response	key_id	include	uid	trial_number
0.00	5.00	instructions	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a
10.02	4.00	YN	1.07	5	1	1	0	n/a	0	701	1
11.12	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
11.88	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
12.15	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
12.35	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
12.69	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
17.50	4.00	YY	0.95	4	1	1	1	n/a	1	702	2
18.45	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
19.55	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
24.73	4.00	YN	0.92	4	1	1	0	n/a	1	703	3
25.65	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
26.95	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
31.33	4.00	NN	0.80	6	1	0	0	n/a	1	704	4
32.13	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
37.83	4.00	NN	0.97	4	1	0	0	n/a	1	705	5
38.80	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
39.88	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
40.18	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
40.43	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
43.43	4.00	NY	0.85	4	1	0	1	n/a	1	706	6
44.28	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
45.63	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
50.55	4.00	NY	0.92	3	1	0	1	n/a	1	707	7
51.47	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
52.50	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
52.82	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
53.08	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
58.93	4.00	NN	1.10	3	1	0	0	n/a	1	708	8
60.03	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
61.00	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
61.30	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
62.23	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
67.58	4.00	YY	0.80	4	1	1	1	n/a	1	709	9
68.38	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
69.82	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
76.22	4.00	YY	0.95	5	1	1	1	n/a	1	710	10
77.16	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
78.33	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
83.37	4.00	YY	0.85	5	1	1	1	n/a	1	711	11
84.21	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
85.87	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
91.08	4.00	NN	0.88	5	1	0	0	n/a	1	712	12
91.97	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
93.00	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
93.25	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
93.47	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
97.28	4.00	YN	0.85	5	1	1	0	n/a	1	713	13
98.13	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
99.15	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
99.43	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
104.62	4.00	NN	0.92	4	1	0	0	n/a	1	714	14
105.53	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
106.50	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
106.77	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
107.02	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
112.63	4.00	YN	0.87	4	1	1	0	n/a	1	715	15
113.50	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
114.76	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
115.13	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
116.67	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
121.18	4.00	NY	0.83	3	1	0	1	n/a	1	716	16
122.02	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
123.50	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
129.52	4.00	NN	0.90	4	1	0	0	n/a	1	717	17
130.42	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
131.82	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
136.77	4.00	NN	0.83	5	1	0	0	n/a	1	718	18
137.60	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
138.88	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
142.80	4.00	YY	1.00	2	1	1	1	n/a	1	719	19
143.80	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
144.67	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
144.90	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
145.12	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
145.35	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
151.52	4.00	NN	0.88	6	1	0	0	n/a	1	720	20
152.40	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
154.93	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
157.33	4.00	YY	1.30	1	1	1	1	n/a	1	721	21
158.63	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
159.28	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
159.53	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
160.00	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
160.97	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
164.73	4.00	YY	0.85	5	1	1	1	n/a	1	722	22
165.58	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
166.68	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
172.15	4.00	NN	0.85	3	1	0	0	n/a	1	723	23
173.00	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
174.37	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
180.33	4.00	NN	1.24	2	1	0	0	n/a	1	724	24
181.57	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
182.37	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
182.63	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
182.87	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
188.10	4.00	YN	0.88	2	1	1	0	n/a	1	725	25
188.98	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
191.50	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
195.83	4.00	YN	1.48	2	1	1	0	n/a	1	726	26
197.32	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
198.15	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
198.50	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
198.93	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
200.83	5.00	instructions	n/a	n/a	2	n/a	n/a	n/a	n/a	n/a	n/a
214.26	4.00	TT	0.87	5	2	1	1	n/a	0	727	27
215.13	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
216.73	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
217.35	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
220.65	4.00	VV	0.83	5	2	0	0	n/a	1	728	28
221.48	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
222.55	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
222.98	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
229.10	4.00	VV	0.82	5	2	0	0	n/a	1	729	29
229.92	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
231.05	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
231.37	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
237.08	4.00	TT	0.97	2	2	1	1	n/a	1	730	30
238.05	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
238.97	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
243.83	4.00	TT	0.80	6	2	1	1	n/a	1	731	31
244.63	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
245.70	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
245.95	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
246.17	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
249.53	4.00	TV	0.87	5	2	1	0	n/a	1	732	32
250.40	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
251.47	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
252.12	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
252.33	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
252.95	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
257.80	4.00	VV	0.85	5	2	0	0	n/a	1	733	33
258.65	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
259.67	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
259.90	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
260.15	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
260.33	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
264.73	4.00	TV	0.90	5	2	1	0	n/a	1	734	34
265.63	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
266.85	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
267.15	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
268.63	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
268.91	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
270.65	4.00	TV	1.05	5	2	1	0	n/a	1	735	35
271.70	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
273.05	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
273.35	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
273.55	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
274.32	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
278.37	4.00	TT	0.95	4	2	1	1	n/a	1	736	36
279.32	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
280.42	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
280.68	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
280.92	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
282.43	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
285.48	4.00	VV	0.80	5	2	0	0	n/a	1	737	37
286.28	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
287.40	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
287.68	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
287.87	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
288.32	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
293.75	4.00	TT	1.05	5	2	1	1	n/a	1	738	38
294.80	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
