onset	duration	trial_type	response_time	confidence	task	stimulus	response	key_id	include	uid	trial_number
0.00	5.00	instructions	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a
10.02	4.00	YY	0.97	4	1	1	1	n/a	0	901	1
11.02	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
12.18	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
18.75	4.00	YY	1.00	4	1	1	1	n/a	1	902	2
19.75	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
20.80	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
21.17	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
25.66	4.00	YN	0.92	2	1	1	0	n/a	1	903	3
26.58	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
28.76	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
33.87	4.00	YN	0.97	2	1	1	0	n/a	1	904	4
34.83	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
35.80	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
41.10	4.00	YY	1.17	5	1	1	1	n/a	1	905	5
42.26	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
42.95	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
43.25	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
43.46	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
47.78	4.00	YY	0.92	3	1	1	1	n/a	1	906	6
48.70	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
49.66	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
50.00	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
50.23	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
54.62	4.00	NN	1.27	2	1	0	0	n/a	1	907	7
55.88	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
57.00	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
62.73	4.00	YN	0.89	1	1	1	0	n/a	1	908	8
63.61	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
66.08	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
68.76	4.00	NN	0.98	4	1	0	0	n/a	1	909	9
69.75	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
70.80	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
71.15	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
75.91	4.00	YN	0.98	3	1	1	0	n/a	1	910	10
76.90	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
78.10	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
82.15	4.00	NY	1.30	1	1	0	1	n/a	1	911	11
83.45	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
83.95	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
84.21	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
89.35	4.00	YN	0.97	4	1	1	0	n/a	1	912	12
90.31	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
92.07	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
95.40	4.00	NN	0.95	4	1	0	0	n/a	1	913	13
96.35	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
97.17	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
97.48	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
97.71	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
101.80	4.00	NY	1.20	2	1	0	1	n/a	1	914	14
103.00	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
103.90	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
108.37	4.00	YY	0.84	4	1	1	1	n/a	1	915	15
109.20	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
110.21	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
110.50	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
110.71	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
116.86	4.00	NN	0.87	3	1	0	0	n/a	1	916	16
117.73	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
118.92	0	button press	n/a	n/a	n/a	n/a	n/a	55	n/a	n/a	-100
124.73	4.00	NN	0.87	5	1	0	0	n/a	1	917	17
125.60	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
126.63	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
126.93	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
128.62	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
131.28	4.00	YY	1.20	2	1	1	1	n/a	1	918	18
132.48	0	button press	n/a	n/a	n/a	n/a	n/a	50	n/a	n/a	-100
133.38	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
138.25	4.00	NN	0.90	5	1	0	0	n/a	1	919	19
139.15	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
140.15	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
144.65	4.00	NN	0.85	4	1	0	0	n/a	1	920	20
145.50	0	button press	n/a	n/a	n/a	n/a	n/a	51	n/a	n/a	-100
146.62	0	button press	n/a	n/a	n/a	n/a	n/a	54	n/a	n/a	-100
